timestamp_enter,timestamp_exit
1459685194.000000,1459685272.000000
1459687193.000000,1459687346.000000
1459687501.000000,1459687661.000000
1459688218.000000,1459688333.000000
1459689046.000000,1459689160.000000
1459689164.000000,1459689255.000000
1459689309.000000,1459689406.000000
